Station,Time,Longitude,Latitude,Speed,UU,VV,Bearing,Pressure,Mh,Mhopp
8DZ-204,2014-07-15 23:35,120.96977, 14.47477, 40.45,-55.13, 22.57,112.26,100005.43,  1.00000,  1.00000
8DZ-205,2014-07-15 23:45,120.97070, 14.47535, 43.04,-52.63, 27.31,117.43,99974.75,  1.00000,  1.00000
8DZ-206,2014-07-16 01:00,120.97168, 14.47599, 54.93,-42.34, 39.27,132.85,99872.99,  1.00000,  1.00000
8DZ-207,2014-07-16 01:00,120.97265, 14.47672, 42.51,-42.34, 39.27,132.85,99872.99,  1.00000,  1.00000
8DZ-208,2014-07-15 23:35,120.97332, 14.47726, 43.52,-54.27, 24.03,113.88,100028.76,  1.00000,  1.00000
8DZ-209,2014-07-16 01:00,120.97382, 14.47764, 44.05,-42.34, 39.27,132.85,99872.99,  1.00000,  1.00000
8SA-143A,2014-07-15 23:40,120.99944, 14.58042, 30.68,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-144,2014-07-15 23:40,120.99993, 14.58100, 29.95,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-144A,2014-07-15 23:40,120.99974, 14.58077, 30.62,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-145,2014-07-15 23:40,121.00056, 14.58166, 30.45,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-146,2014-07-15 23:40,121.00114, 14.58230, 29.68,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-147,2014-07-15 23:40,121.00192, 14.58317, 29.17,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-148,2014-07-16 01:00,121.00282, 14.58384, 30.81,-42.99, 32.46,127.05,100167.28,  1.00000,  1.00000
8SA-149,2014-07-16 01:00,121.00394, 14.58445, 30.60,-42.99, 32.46,127.05,100167.28,  1.00000,  1.00000
8SA-150,2014-07-15 23:40,121.00477, 14.58541, 30.21,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-151,2014-07-15 23:40,121.00712, 14.58852, 38.40,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-152,2014-07-15 23:40,121.00985, 14.59182, 31.56,-49.31, 21.55,113.61,100341.76,  1.00000,  1.00000
8SA-153,2014-07-15 23:35,121.01169, 14.59382, 30.55,-49.11, 21.50,113.64,100376.33,  1.00000,  1.00000
8SA-154,2014-07-15 23:40,121.01267, 14.59499, 40.22,-48.62, 22.58,114.91,100358.03,  1.00000,  1.00000
8SA-155,2014-07-15 23:35,121.01320, 14.59572, 29.90,-49.11, 21.50,113.64,100376.33,  1.00000,  1.00000
8SA-156,2014-07-16 01:40,121.01343, 14.59668, 28.59,-34.47, 34.78,135.26,100416.65,  1.00000,  1.00000
8SA-157,2014-07-16 01:00,121.01322, 14.59782, 29.85,-42.00, 31.65,127.00,100245.32,  1.00000,  1.00000
8SA-158,2014-07-15 23:40,121.01258, 14.59873, 31.48,-48.62, 22.58,114.91,100358.03,  1.00000,  1.00000
8SA-159,2014-07-15 23:40,121.01179, 14.59938, 30.63,-48.62, 22.58,114.91,100358.03,  1.00000,  1.00000
8SA-160,2014-07-15 23:35,121.01081, 14.60019, 29.56,-49.11, 21.50,113.64,100376.33,  1.00000,  1.00000
8SA-161,2014-07-15 23:35,121.00992, 14.60088, 29.97,-49.73, 20.45,112.35,100361.90,  1.00000,  1.00000
8SA-162,2014-07-15 23:35,121.00916, 14.60177, 29.09,-49.73, 20.45,112.35,100361.90,  1.00000,  1.00000
8SA-163,2014-07-15 23:40,121.01002, 14.60227, 28.23,-48.62, 22.58,114.91,100358.03,  1.00000,  1.00000
8SA-164,2014-07-16 01:00,121.01155, 14.60244, 29.42,-42.00, 31.65,127.00,100245.32,  1.00000,  1.00000
8SA-165,2014-07-16 01:00,121.01267, 14.60255, 27.72,-42.00, 31.65,127.00,100245.32,  1.00000,  1.00000
8SA-166,2014-07-15 23:35,121.01373, 14.60266, 27.71,-49.11, 21.50,113.64,100376.33,  1.00000,  1.00000
8SA-167,2014-07-15 23:40,121.01473, 14.60271, 29.16,-48.62, 22.58,114.91,100358.03,  1.00000,  1.00000
8SA-168,2014-07-15 23:40,121.01617, 14.60292, 28.65,-48.62, 22.58,114.91,100358.03,  1.00000,  1.00000
8SA-169,2014-07-15 23:40,121.01670, 14.60345, 28.36,-48.62, 22.58,114.91,100358.03,  1.00000,  1.00000
8SA-170,2014-07-15 23:35,121.01736, 14.60409, 27.97,-49.11, 21.50,113.64,100376.33,  1.00000,  1.00000
8SA-171,2014-07-16 01:40,121.01845, 14.60514, 29.70,-34.47, 34.78,135.26,100416.65,  1.00000,  1.00000
8SA-172,2014-07-16 01:40,121.01898, 14.60557, 32.67,-34.47, 34.78,135.26,100416.65,  1.00000,  1.00000
8SA-173,2014-07-15 23:35,121.01813, 14.60645, 29.94,-49.11, 21.50,113.64,100376.33,  1.00000,  1.00000
8SA-174,2014-07-15 23:40,121.01732, 14.60690, 29.81,-48.62, 22.58,114.91,100358.03,  1.00000,  1.00000
8SA-175,2014-07-15 23:35,121.01699, 14.60792, 30.77,-49.11, 21.50,113.64,100376.33,  1.00000,  1.00000
8SA-176,2014-07-15 23:40,121.01719, 14.60891, 27.49,-48.62, 22.58,114.91,100358.03,  1.00000,  1.00000
8SA-177,2014-07-15 23:35,121.01716, 14.61004, 25.45,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
8SA-178,2014-07-15 23:40,121.01710, 14.61121, 26.19,-48.10, 21.84,114.42,100398.51,  1.00000,  1.00000
8SA-179,2014-07-15 23:35,121.01709, 14.61232, 26.49,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
8SA-180,2014-07-15 23:40,121.01701, 14.61331, 26.45,-48.10, 21.84,114.42,100398.51,  1.00000,  1.00000
8SA-181,2014-07-15 23:35,121.01697, 14.61420, 27.82,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
8SA-182,2014-07-15 23:40,121.01689, 14.61512, 28.65,-48.10, 21.84,114.42,100398.51,  1.00000,  1.00000
8SA-183,2014-07-15 23:35,121.01655, 14.61602, 25.87,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
8SA-184,2014-07-16 01:00,121.01584, 14.61714, 27.19,-42.14, 30.46,125.86,100284.17,  1.00000,  1.00000
8SA-185,2014-07-15 23:40,121.01532, 14.61793, 26.92,-48.10, 21.84,114.42,100398.51,  1.00000,  1.00000
AB-001,2014-07-15 23:35,121.01581, 14.61882, 26.69,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
AB-002,2014-07-15 23:40,121.01505, 14.61905, 25.76,-48.10, 21.84,114.42,100398.51,  1.00000,  1.00000
AB-003,2014-07-16 01:45,121.01513, 14.62021, 29.55,-34.03, 34.04,135.01,100461.09,  1.00000,  1.00000
AB-004,2014-07-15 23:35,121.01529, 14.62134, 29.99,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
AB-005,2014-07-15 23:35,121.01546, 14.62285, 27.44,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
AB-006,2014-07-15 23:35,121.01559, 14.62400, 28.45,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
AB-007,2014-07-15 23:40,121.01572, 14.62522, 27.46,-48.10, 21.84,114.42,100398.51,  1.00000,  1.00000
AB-008,2014-07-15 23:35,121.01555, 14.62595, 25.91,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
AB-009,2014-07-15 23:35,121.01514, 14.62670, 27.45,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
AB-010,2014-07-16 01:00,121.01446, 14.62738, 28.00,-42.14, 30.46,125.86,100284.17,  1.00000,  1.00000
AB-011,2014-07-15 23:35,121.01362, 14.62829, 27.42,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
AB-012,2014-07-15 23:35,121.01335, 14.62862, 26.07,-48.55, 20.83,113.22,100416.15,  1.00000,  1.00000
AB-013,2014-07-15 23:40,121.01254, 14.62945, 27.72,-48.10, 21.84,114.42,100398.51,  1.00000,  1.00000
AB-014,2014-07-16 01:00,121.01173, 14.63028, 26.74,-42.22, 29.32,124.78,100321.68,  1.00000,  1.00000
AB-015,2014-07-15 23:35,121.01080, 14.63100, 26.95,-47.99, 20.19,112.82,100453.71,  1.00000,  1.00000
AB-016,2014-07-15 23:35,121.00999, 14.63177, 26.93,-48.54, 19.21,111.59,100441.67,  1.00000,  1.00000
AB-017,2014-07-15 23:35,121.00937, 14.63268, 26.69,-48.54, 19.21,111.59,100441.67,  1.00000,  1.00000
AB-018,2014-07-15 23:40,121.00922, 14.63346, 26.46,-48.19, 20.18,112.72,100423.16,  1.00000,  1.00000
AB-019,2014-07-15 23:40,121.00914, 14.63422, 26.79,-48.19, 20.18,112.72,100423.16,  1.00000,  1.00000
AB-020,2014-07-15 23:35,121.00909, 14.63486, 27.49,-48.54, 19.21,111.59,100441.67,  1.00000,  1.00000
AB-021,2014-07-15 23:35,121.00901, 14.63568, 28.26,-48.54, 19.21,111.59,100441.67,  1.00000,  1.00000
AB-022,2014-07-16 01:00,121.00880, 14.63726, 27.83,-43.28, 28.81,123.65,100291.83,  1.00000,  1.00000
AB-023,2014-07-15 23:35,121.00820, 14.63814, 27.74,-48.54, 19.21,111.59,100441.67,  1.00000,  1.00000
AB-024,2014-07-16 01:00,121.00718, 14.63899, 27.71,-43.28, 28.81,123.65,100291.83,  1.00000,  1.00000
AB-025,2014-07-15 23:40,121.00674, 14.64001, 27.17,-48.19, 20.18,112.72,100423.16,  1.00000,  1.00000
AB-026,2014-07-15 23:35,121.00650, 14.64104, 25.51,-48.54, 19.21,111.59,100441.67,  1.00000,  1.00000
AB-027,2014-07-16 01:00,121.00627, 14.64215, 26.20,-43.28, 28.81,123.65,100291.83,  1.00000,  1.00000
AB-028,2014-07-15 23:35,121.00605, 14.64333, 26.43,-48.54, 19.21,111.59,100441.67,  1.00000,  1.00000
AB-029,2014-07-15 23:40,121.00619, 14.64452, 27.56,-48.19, 20.18,112.72,100423.16,  1.00000,  1.00000
AB-030,2014-07-15 23:40,121.00631, 14.64504, 27.98,-48.19, 20.18,112.72,100423.16,  1.00000,  1.00000
AB-031,2014-07-15 23:40,121.00719, 14.64501, 27.62,-48.19, 20.18,112.72,100423.16,  1.00000,  1.00000
AB-032,2014-07-15 23:40,121.00812, 14.64515, 28.15,-48.19, 20.18,112.72,100423.16,  1.00000,  1.00000
AB-033,2014-07-15 23:40,121.00827, 14.64582, 28.42,-48.19, 20.18,112.72,100423.16,  1.00000,  1.00000
AB-034,2014-07-15 23:35,121.00844, 14.64629, 28.74,-48.54, 19.21,111.59,100441.67,  1.00000,  1.00000
AB-035,2014-07-15 23:40,121.00863, 14.64673, 28.74,-48.19, 20.18,112.72,100423.16,  1.00000,  1.00000
AB-036,2014-07-15 23:40,121.00904, 14.64713, 29.24,-48.19, 20.18,112.72,100423.16,  1.00000,  1.00000
AB-037,2014-07-15 23:35,121.00959, 14.64815, 27.66,-48.54, 19.21,111.59,100441.67,  1.00000,  1.00000
AB-038,2014-07-16 01:00,121.00971, 14.64895, 28.38,-43.28, 28.81,123.65,100291.83,  1.00000,  1.00000
AB-039,2014-07-16 01:00,121.00963, 14.64960, 25.63,-43.28, 28.81,123.65,100291.83,  1.00000,  1.00000
AB-040,2014-07-15 23:40,121.00957, 14.65071, 27.20,-47.63, 19.56,112.33,100460.41,  1.00000,  1.00000
AB-041,2014-07-16 02:05,121.00966, 14.65147, 30.46,-32.53, 32.90,135.32,100551.42,  1.00000,  1.00000
AB-042,2014-07-15 23:35,121.01001, 14.65266, 29.85,-47.45, 19.60,112.44,100489.17,  1.00000,  1.00000
AB-043,2014-07-15 23:40,121.01072, 14.65419, 28.36,-47.06, 20.49,113.53,100472.84,  1.00000,  1.00000
AB-044,2014-07-15 23:35,121.01153, 14.65512, 28.16,-47.45, 19.60,112.44,100489.17,  1.00000,  1.00000
AB-045,2014-07-15 23:40,121.01128, 14.65623, 28.36,-47.06, 20.49,113.53,100472.84,  1.00000,  1.00000
AB-046,2014-07-15 23:35,121.01125, 14.65674, 28.46,-47.45, 19.60,112.44,100489.17,  1.00000,  1.00000
AB-047,2014-07-15 23:35,121.01111, 14.65724, 29.25,-47.45, 19.60,112.44,100489.17,  1.00000,  1.00000
AB-048,2014-07-16 01:00,121.01272, 14.65774, 29.03,-42.25, 28.23,123.75,100357.85,  1.00000,  1.00000
AB-049,2014-07-16 01:00,121.01414, 14.65772, 27.87,-42.25, 28.23,123.75,100357.85,  1.00000,  1.00000
AB-050,2014-07-15 23:35,121.01407, 14.65897, 27.91,-47.45, 19.60,112.44,100489.17,  1.00000,  1.00000
AB-051,2014-07-15 23:35,121.01420, 14.66022, 30.09,-47.45, 19.60,112.44,100489.17,  1.00000,  1.00000
AB-052,2014-07-15 23:35,121.01350, 14.66024, 29.11,-47.45, 19.60,112.44,100489.17,  1.00000,  1.00000
AB-053,2014-07-15 23:40,121.01349, 14.66040, 29.53,-47.06, 20.49,113.53,100472.84,  1.00000,  1.00000
SB4-001,2014-07-16 00:15,121.05200, 14.44446, 50.85,-37.89, 39.86,136.45,99965.57,  1.00000,  1.00000
SB4-002,2014-07-15 23:35,121.05152, 14.44449, 42.63,-51.05, 31.34,121.55,100020.53,  1.00000,  1.00000
SB4-003,2014-07-15 23:35,121.05108, 14.44441, 42.59,-51.05, 31.34,121.55,100020.53,  1.00000,  1.00000
SB4-004,2014-07-15 23:35,121.05011, 14.44423, 41.88,-51.05, 31.34,121.55,100020.53,  1.00000,  1.00000
SB4-005,2014-07-15 23:35,121.04998, 14.44309, 42.78,-52.22, 30.20,120.04,99986.57,  1.00000,  1.00000
SB4-006,2014-07-15 23:35,121.04980, 14.44154, 42.54,-52.22, 30.20,120.04,99986.57,  1.00000,  1.00000
SB4-007,2014-07-15 23:35,121.04958, 14.43971, 42.34,-52.22, 30.20,120.04,99986.57,  1.00000,  1.00000
SB4-008,2014-07-15 23:35,121.04937, 14.43793, 41.82,-52.22, 30.20,120.04,99986.57,  1.00000,  1.00000
SB4-009,2014-07-15 23:35,121.04916, 14.43613, 42.20,-52.22, 30.20,120.04,99986.57,  1.00000,  1.00000
SB4-010,2014-07-15 23:35,121.04896, 14.43434, 42.46,-52.22, 30.20,120.04,99986.57,  1.00000,  1.00000
SB4-011,2014-07-15 23:35,121.04873, 14.43228, 42.71,-52.22, 30.20,120.04,99986.57,  1.00000,  1.00000
SB4-012,2014-07-15 23:40,121.04858, 14.43095, 41.33,-51.09, 31.85,121.94,99968.09,  1.00000,  1.00000
SB4-013,2014-07-15 23:35,121.04836, 14.42901, 43.70,-52.57, 31.49,120.92,99920.98,  1.00000,  1.00000
SB4-014,2014-07-15 23:35,121.04815, 14.42724, 42.09,-52.57, 31.49,120.92,99920.98,  1.00000,  1.00000
SB4-015,2014-07-15 23:35,121.04796, 14.42561, 40.14,-52.57, 31.49,120.92,99920.98,  1.00000,  1.00000
SB4-016,2014-07-15 23:35,121.04787, 14.42452, 41.09,-52.57, 31.49,120.92,99920.98,  1.00000,  1.00000
SB4-017,2014-07-15 23:35,121.04784, 14.42296, 41.32,-52.57, 31.49,120.92,99920.98,  1.00000,  1.00000
SB4-018,2014-07-15 23:35,121.04783, 14.42133, 40.15,-52.57, 31.49,120.92,99920.98,  1.00000,  1.00000
SB4-019,2014-07-15 23:35,121.04783, 14.41960, 38.28,-52.57, 31.49,120.92,99920.98,  1.00000,  1.00000
SB4-020,2014-07-15 23:35,121.04783, 14.41797, 38.81,-52.57, 31.49,120.92,99920.98,  1.00000,  1.00000
SB4-021,2014-07-15 23:35,121.04782, 14.41625, 41.07,-52.57, 31.49,120.92,99920.98,  1.00000,  1.00000
SB4-022,2014-07-15 23:35,121.04781, 14.41450, 41.08,-52.57, 31.49,120.92,99920.98,  1.00000,  1.00000
SB4-023,2014-07-15 23:30,121.04781, 14.41283, 40.25,-53.53, 29.56,118.91,99945.12,  1.00000,  1.00000
SB4-024,2014-07-15 23:35,121.04780, 14.41134, 42.07,-52.57, 31.49,120.92,99920.98,  1.00000,  1.00000
SB4-025,2014-07-15 23:35,121.04780, 14.40952, 42.82,-52.86, 32.87,121.87,99851.38,  1.00000,  1.00000
SB4-026,2014-07-15 23:35,121.04779, 14.40779, 43.53,-52.86, 32.87,121.87,99851.38,  1.00000,  1.00000
SB4-027,2014-07-15 23:35,121.04779, 14.40603, 45.34,-52.86, 32.87,121.87,99851.38,  1.00000,  1.00000
SB4-028,2014-07-15 23:30,121.04778, 14.40426, 46.97,-53.95, 30.83,119.75,99875.37,  1.00000,  1.00000
SB4-029,2014-07-15 23:35,121.04777, 14.40260, 46.55,-52.86, 32.87,121.87,99851.38,  1.00000,  1.00000
SB4-030,2014-07-15 23:30,121.04777, 14.40091, 39.66,-53.95, 30.83,119.75,99875.37,  1.00000,  1.00000
SB4-031,2014-07-15 23:35,121.04776, 14.39922, 43.10,-52.86, 32.87,121.87,99851.38,  1.00000,  1.00000
SB4-032,2014-07-15 23:35,121.04775, 14.39732, 42.07,-52.86, 32.87,121.87,99851.38,  1.00000,  1.00000
SB4-033,2014-07-15 23:35,121.04775, 14.39565, 41.80,-52.86, 32.87,121.87,99851.38,  1.00000,  1.00000
SB4-034,2014-07-15 23:35,121.04774, 14.39405, 42.29,-52.86, 32.87,121.87,99851.38,  1.00000,  1.00000
SB4-035,2014-07-15 23:35,121.04774, 14.39242, 41.58,-52.86, 32.87,121.87,99851.38,  1.00000,  1.00000
SB4-036,2014-07-15 23:35,121.04773, 14.39032, 41.11,-52.86, 32.87,121.87,99851.38,  1.00000,  1.00000
SB4-037,2014-07-15 23:35,121.04773, 14.38925, 40.85,-53.00, 34.65,123.18,99777.59,  1.00000,  1.00000
SB4-038,2014-07-15 23:35,121.04772, 14.38761, 41.81,-53.00, 34.65,123.18,99777.59,  1.00000,  1.00000
SB4-039,2014-07-15 23:40,121.04772, 14.38579, 40.56,-51.47, 36.52,125.36,99761.30,  1.00000,  1.00000
SB4-040,2014-07-15 23:40,121.04771, 14.38409, 39.85,-51.47, 36.52,125.36,99761.30,  1.00000,  1.00000
SB4-041,2014-07-15 23:40,121.04771, 14.38234, 39.95,-51.47, 36.52,125.36,99761.30,  1.00000,  1.00000
SB4-042,2014-07-15 23:35,121.04770, 14.38053, 36.01,-53.00, 34.65,123.18,99777.59,  1.00000,  1.00000
SB4-043,2014-07-15 23:35,121.04770, 14.37866, 36.99,-53.00, 34.65,123.18,99777.59,  1.00000,  1.00000
SB4-044,2014-07-15 23:35,121.04770, 14.37699, 36.85,-53.00, 34.65,123.18,99777.59,  1.00000,  1.00000
SB4-045,2014-07-15 23:30,121.04784, 14.37598, 36.32,-54.32, 32.20,120.66,99801.11,  1.00000,  1.00000
SB4-046,2014-07-15 23:35,121.04832, 14.37471, 35.81,-53.00, 34.65,123.18,99777.59,  1.00000,  1.00000
SB4-047,2014-07-16 00:05,121.04970, 14.37220, 41.92,-40.73, 42.74,136.38,99748.95,  1.00000,  1.00000
SB4-048,2014-07-16 00:00,121.05053, 14.37069, 38.08,-41.42, 42.00,135.40,99811.33,  1.00000,  1.00000
SB4-049,2014-07-15 23:30,121.05127, 14.36935, 37.49,-53.11, 35.30,123.61,99768.70,  1.00000,  1.00000
SB4-050,2014-07-15 23:35,121.05194, 14.36812, 39.11,-51.62, 37.38,125.91,99750.95,  1.00000,  1.00000
SB4-051,2014-07-15 23:35,121.05230, 14.36748, 38.10,-51.62, 37.38,125.91,99750.95,  1.00000,  1.00000
SB4-052,2014-07-15 23:30,121.05301, 14.36617, 38.13,-53.11, 35.30,123.61,99768.70,  1.00000,  1.00000
SB4-053,2014-07-15 23:35,121.05378, 14.36477, 38.35,-51.62, 37.38,125.91,99750.95,  1.00000,  1.00000
SB4-054,2014-07-15 23:35,121.05433, 14.36378, 41.25,-51.62, 37.38,125.91,99750.95,  1.00000,  1.00000
SB4-055,2014-07-15 23:30,121.05522, 14.36217, 40.24,-53.11, 35.30,123.61,99768.70,  1.00000,  1.00000
SB4-056,2014-07-15 23:30,121.05590, 14.36090, 39.50,-53.11, 35.30,123.61,99768.70,  1.00000,  1.00000
SB4-057,2014-07-15 23:30,121.05691, 14.35909, 40.66,-53.11, 35.30,123.61,99768.70,  1.00000,  1.00000
SB4-058,2014-07-15 23:30,121.05774, 14.35758, 43.37,-53.11, 35.30,123.61,99768.70,  1.00000,  1.00000
SB4-059,2014-07-15 23:35,121.05865, 14.35591, 43.89,-51.62, 37.38,125.91,99750.95,  1.00000,  1.00000
SB4-060,2014-07-15 23:30,121.05957, 14.35425, 40.38,-53.11, 35.30,123.61,99768.70,  1.00000,  1.00000
SB4-061,2014-07-16 00:00,121.06034, 14.35284, 47.20,-40.68, 43.84,137.14,99750.87,  1.00000,  1.00000
SB4-062,2014-07-15 23:40,121.06090, 14.35183, 43.05,-49.86, 39.18,128.16,99740.62,  1.00000,  1.00000
SB4-063,2014-07-15 23:40,121.06146, 14.35081, 46.69,-49.86, 39.18,128.16,99740.62,  1.00000,  1.00000
SB4-064,2014-07-15 23:35,121.06209, 14.34966, 47.92,-51.57, 39.04,127.13,99674.11,  1.00000,  1.00000
SB4-065,2014-07-15 23:30,121.06280, 14.34837, 40.23,-53.23, 36.88,124.72,99690.15,  1.00000,  1.00000
SB4-066,2014-07-15 23:35,121.06349, 14.34724, 40.54,-51.57, 39.04,127.13,99674.11,  1.00000,  1.00000
SB4-067,2014-07-15 23:35,121.06418, 14.34649, 40.66,-51.57, 39.04,127.13,99674.11,  1.00000,  1.00000
SB4-068,2014-07-15 23:40,121.06545, 14.34537, 44.86,-49.63, 40.89,129.49,99666.11,  1.00000,  1.00000
SB4-069,2014-07-15 23:35,121.06676, 14.34422, 42.04,-51.57, 39.04,127.13,99674.11,  1.00000,  1.00000
SB4-070,2014-07-15 23:35,121.06823, 14.34293, 41.54,-51.57, 39.04,127.13,99674.11,  1.00000,  1.00000
SB4-071,2014-07-15 23:30,121.06975, 14.34158, 41.66,-53.23, 36.88,124.72,99690.15,  1.00000,  1.00000
SB4-072,2014-07-15 23:25,121.07105, 14.34045, 40.16,-53.05, 35.81,124.02,99762.94,  1.00000,  1.00000
SB4-073,2014-07-15 23:25,121.07250, 14.33917, 49.68,-53.05, 35.81,124.02,99762.94,  1.00000,  1.00000
SB4-074,2014-07-15 23:30,121.07376, 14.33806, 39.43,-51.70, 38.04,126.35,99742.51,  1.00000,  1.00000
SB4-075,2014-07-15 23:30,121.07514, 14.33685, 49.41,-51.70, 38.04,126.35,99742.51,  1.00000,  1.00000
SB4-076,2014-07-15 23:30,121.07580, 14.33627, 49.86,-51.70, 38.04,126.35,99742.51,  1.00000,  1.00000
SB4-077,2014-07-15 23:40,121.07664, 14.33552, 48.66,-47.99, 41.73,131.01,99727.27,  1.00000,  1.00000
SB4-078,2014-07-15 23:50,121.07535, 14.33410, 45.18,-43.36, 44.27,135.59,99735.45,  1.00000,  1.00000
SB4-079,2014-07-15 23:50,121.07561, 14.33206, 37.14,-43.36, 44.27,135.59,99735.45,  1.00000,  1.00000
SB4-080,2014-07-15 23:30,121.07592, 14.33145, 37.76,-51.70, 38.04,126.35,99742.51,  1.00000,  1.00000
8SA-002,2014-07-15 23:35,121.05359, 14.44666, 57.50,-51.05, 31.34,121.55,100020.53,  1.00000,  1.00000
8SA-003,2014-07-15 23:35,121.05373, 14.44735, 57.50,-51.05, 31.34,121.55,100020.53,  1.00000,  1.00000
8SA-004,2014-07-15 23:35,121.05378, 14.44811, 57.50,-51.05, 31.34,121.55,100020.53,  1.00000,  1.00000
8SA-005,2014-07-15 23:35,121.05384, 14.44872, 57.50,-51.05, 31.34,121.55,100020.53,  1.00000,  1.00000
8SA-006,2014-07-15 23:35,121.05392, 14.44943, 57.50,-51.05, 31.34,121.55,100020.53,  1.00000,  1.00000
8SA-007,2014-07-15 23:35,121.05394, 14.45059, 56.64,-50.73, 30.11,120.69,100079.06,  1.00000,  1.00000
8SA-008,2014-07-15 23:35,121.05337, 14.45335, 56.64,-50.73, 30.11,120.69,100079.06,  1.00000,  1.00000
8SA-009,2014-07-15 23:35,121.05409, 14.45620, 56.64,-50.73, 30.11,120.69,100079.06,  1.00000,  1.00000
8SA-010,2014-07-15 23:35,121.05489, 14.45921, 56.64,-50.73, 30.11,120.69,100079.06,  1.00000,  1.00000
8SA-011,2014-07-15 23:35,121.05592, 14.46270, 56.64,-50.73, 30.11,120.69,100079.06,  1.00000,  1.00000
8SA-012,2014-07-15 23:35,121.05722, 14.46686, 56.64,-50.73, 30.11,120.69,100079.06,  1.00000,  1.00000
8SA-013,2014-07-15 23:35,121.05886, 14.47083, 55.79,-50.38, 28.97,119.90,100134.35,  1.00000,  1.00000
8SA-014,2014-07-15 23:35,121.06030, 14.47383, 55.79,-50.38, 28.97,119.90,100134.35,  1.00000,  1.00000
8SA-015,2014-07-15 23:35,121.06141, 14.47639, 55.79,-50.38, 28.97,119.90,100134.35,  1.00000,  1.00000
8SA-016,2014-07-15 23:35,121.06145, 14.47790, 55.79,-50.38, 28.97,119.90,100134.35,  1.00000,  1.00000
8SA-017,2014-07-15 23:35,121.06198, 14.48146, 55.79,-50.38, 28.97,119.90,100134.35,  1.00000,  1.00000
8SA-018,2014-07-15 23:35,121.06258, 14.48476, 55.79,-50.38, 28.97,119.90,100134.35,  1.00000,  1.00000
8SA-019,2014-07-15 23:35,121.06244, 14.48904, 55.79,-50.38, 28.97,119.90,100134.35,  1.00000,  1.00000
8SA-020,2014-07-15 23:35,121.06330, 14.49239, 54.95,-49.99, 27.89,119.16,100186.57,  1.00000,  1.00000
8SA-021,2014-07-15 23:35,121.06442, 14.49612, 54.95,-49.99, 27.89,119.16,100186.57,  1.00000,  1.00000
8SA-022,2014-07-15 23:35,121.06545, 14.49958, 54.95,-49.99, 27.89,119.16,100186.57,  1.00000,  1.00000
8SA-023,2014-07-15 23:35,121.06666, 14.50348, 54.95,-49.99, 27.89,119.16,100186.57,  1.00000,  1.00000
8SA-024,2014-07-15 23:35,121.06860, 14.50687, 54.95,-49.99, 27.89,119.16,100186.57,  1.00000,  1.00000
8SA-025,2014-07-15 23:35,121.07003, 14.50965, 54.17,-49.01, 28.88,120.51,100212.37,  1.00000,  1.00000
8SA-026,2014-07-16 01:00,121.07045, 14.51160, 46.74,-37.03, 37.31,135.22,100211.60,  1.00000,  1.00000
8SA-027,2014-07-15 23:30,121.06863, 14.51281, 36.25,-50.16, 25.46,116.91,100255.74,  1.00000,  1.00000
8SA-028,2014-07-15 23:35,121.06551, 14.51653, 48.08,-49.57, 26.88,118.47,100235.88,  1.00000,  1.00000
8SA-029,2014-07-15 23:35,121.06229, 14.51971, 50.30,-49.57, 26.88,118.47,100235.88,  1.00000,  1.00000
8SA-030,2014-07-15 23:30,121.06183, 14.52171, 49.39,-50.16, 25.46,116.91,100255.74,  1.00000,  1.00000
8SA-031,2014-07-16 01:05,121.06127, 14.52279, 44.07,-37.08, 37.55,135.36,100198.16,  1.00000,  1.00000
8SA-032,2014-07-15 23:30,121.06075, 14.52390, 37.21,-50.16, 25.46,116.91,100255.74,  1.00000,  1.00000
8SA-033,2014-07-15 23:30,121.06026, 14.52498, 36.07,-50.16, 25.46,116.91,100255.74,  1.00000,  1.00000
8SA-034,2014-07-15 23:30,121.05988, 14.52595, 33.05,-50.16, 25.46,116.91,100255.74,  1.00000,  1.00000
8SA-035,2014-07-15 23:30,121.05946, 14.52691, 32.93,-50.16, 25.46,116.91,100255.74,  1.00000,  1.00000
8SA-036,2014-07-15 23:35,121.05907, 14.52787, 34.25,-49.57, 26.88,118.47,100235.88,  1.00000,  1.00000
